source_id,human_id,type
ENSMFAG00000043580,ENSG00000131378,ortholog_one2one
ENSMFAG00000046287,ENSG00000162836,ortholog_one2one
ENSMFAG00000003273,ENSG00000243284,ortholog_one2one
ENSMFAG00000039988,ENSG00000117479,ortholog_one2one
ENSMFAG00000034570,ENSG00000065183,ortholog_one2one
ENSMFAG00000038611,ENSG00000162896,ortholog_one2one
ENSMFAG00000003902,ENSG00000269113,ortholog_one2one
ENSMFAG00000001813,ENSG00000120332,ortholog_one2one
ENSMFAG00000011773,ENSG00000201182,ortholog_one2one
ENSMFAG00000000702,ENSG00000196517,ortholog_one2one
ENSMFAG00000002047,ENSG00000171385,ortholog_one2one
ENSMFAG00000038232,ENSG00000163705,ortholog_one2one
ENSMFAG00000042126,ENSG00000180488,ortholog_one2one
ENSMFAG00000040060,ENSG00000163479,ortholog_one2one
ENSMFAG00000031436,ENSG00000162437,ortholog_one2one
ENSMFAG00000039214,ENSG00000171722,ortholog_one2one
ENSMFAG00000000508,ENSG00000259823,ortholog_one2one
ENSMFAG00000030906,ENSG00000159339,ortholog_one2one
ENSMFAG00000021183,ENSG00000212161,ortholog_one2one
ENSMFAG00000032288,ENSG00000174953,ortholog_one2one
ENSMFAG00000062122,ENSG00000254999,ortholog_one2one
ENSMFAG00000033658,ENSG00000188306,ortholog_one2one
ENSMFAG00000000945,ENSG00000162897,ortholog_one2one
ENSMFAG00000002641,ENSG00000143742,ortholog_one2one
ENSMFAG00000059158,ENSG00000207039,ortholog_one2one
ENSMFAG00000039610,ENSG00000203666,ortholog_one2one
ENSMFAG00000045882,ENSG00000196505,ortholog_one2one
ENSMFAG00000062867,ENSG00000207729,ortholog_one2one
ENSMFAG00000031755,ENSG00000064703,ortholog_one2one
ENSMFAG00000043762,ENSG00000116128,ortholog_one2one
ENSMFAG00000032848,ENSG00000180697,ortholog_one2one
ENSMFAG00000036770,ENSG00000117016,ortholog_one2one
ENSMFAG00000042386,ENSG00000143554,ortholog_one2one
ENSMFAG00000045747,ENSG00000198734,ortholog_one2one
ENSMFAG00000041467,ENSG00000116198,ortholog_one2one
ENSMFAG00000040313,ENSG00000162745,ortholog_one2one
ENSMFAG00000043666,ENSG00000154814,ortholog_one2one
ENSMFAG00000026265,ENSG00000159214,ortholog_one2one
ENSMFAG00000044324,ENSG00000158714,ortholog_one2one
ENSMFAG00000050967,ENSG00000182795,ortholog_one2one
ENSMFAG00000037670,ENSG00000158966,ortholog_one2one
ENSMFAG00000004822,ENSG00000212266,ortholog_one2one
ENSMFAG00000051710,ENSG00000235750,ortholog_one2one
ENSMFAG00000005303,ENSG00000251754,ortholog_one2one
ENSMFAG00000000457,ENSG00000114054,ortholog_one2one
ENSMFAG00000042908,ENSG00000117411,ortholog_one2one
ENSMFAG00000059847,ENSG00000206769,ortholog_one2one
ENSMFAG00000061328,ENSG00000134086,ortholog_one2one
ENSMFAG00000055778,ENSG00000207209,ortholog_one2one
ENSMFAG00000032747,ENSG00000116212,ortholog_one2one
ENSMFAG00000003366,ENSG00000114248,ortholog_one2one
ENSMFAG00000063788,ENSG00000271922,ortholog_one2one
ENSMFAG00000042527,ENSG00000142619,ortholog_one2one
ENSMFAG00000043841,ENSG00000157064,ortholog_one2one
ENSMFAG00000063452,ENSG00000183508,ortholog_one2one
ENSMFAG00000059171,ENSG00000252282,ortholog_one2one
ENSMFAG00000030860,ENSG00000174948,ortholog_one2one
ENSMFAG00000008338,ENSG00000143624,ortholog_one2one
ENSMFAG00000034820,ENSG00000252073,ortholog_one2one
ENSMFAG00000049847,ENSG00000187701,ortholog_one2one
ENSMFAG00000038293,ENSG00000197852,ortholog_one2one
ENSMFAG00000059314,ENSG00000118217,ortholog_one2one
ENSMFAG00000039633,ENSG00000196549,ortholog_one2one
ENSMFAG00000046258,ENSG00000142623,ortholog_one2one
ENSMFAG00000042171,ENSG00000198162,ortholog_one2one
ENSMFAG00000041915,ENSG00000123836,ortholog_one2one
ENSMFAG00000002038,ENSG00000134070,ortholog_one2one
ENSMFAG00000054705,ENSG00000238653,ortholog_one2one
ENSMFAG00000000391,ENSG00000081870,ortholog_one2one
ENSMFAG00000000321,ENSG00000117010,ortholog_one2one
ENSMFAG00000043562,ENSG00000131778,ortholog_one2one
ENSMFAG00000034906,ENSG00000116584,ortholog_one2one
ENSMFAG00000045730,ENSG00000130764,ortholog_one2one
ENSMFAG00000034202,ENSG00000116473,ortholog_one2one
ENSMFAG00000041705,ENSG00000163527,ortholog_one2one
ENSMFAG00000050902,ENSG00000132768,ortholog_one2one
ENSMFAG00000031760,ENSG00000143811,ortholog_one2one
ENSMFAG00000059473,ENSG00000199565,ortholog_one2one
ENSMFAG00000039645,ENSG00000240045,ortholog_one2one
ENSMFAG00000024825,ENSG00000177414,ortholog_one2one
ENSMFAG00000042232,ENSG00000159650,ortholog_one2one
ENSMFAG00000036068,ENSG00000174175,ortholog_one2one
ENSMFAG00000009068,ENSG00000242565,ortholog_one2one
ENSMFAG00000018210,ENSG00000266075,ortholog_one2one
ENSMFAG00000020955,ENSG00000277141,ortholog_one2one
ENSMFAG00000037196,ENSG00000144824,ortholog_one2one
ENSMFAG00000041475,ENSG00000235169,ortholog_one2one
ENSMFAG00000008984,ENSG00000164002,ortholog_one2one
ENSMFAG00000039265,ENSG00000181036,ortholog_one2one
ENSMFAG00000031291,ENSG00000143751,ortholog_one2one
ENSMFAG00000043479,ENSG00000154813,ortholog_one2one
ENSMFAG00000038286,ENSG00000116147,ortholog_one2one
ENSMFAG00000040306,ENSG00000117115,ortholog_one2one
ENSMFAG00000024408,ENSG00000123473,ortholog_one2one
ENSMFAG00000004551,ENSG00000201028,ortholog_one2one
ENSMFAG00000044546,ENSG00000187033,ortholog_one2one
ENSMFAG00000044226,ENSG00000157014,ortholog_one2one
ENSMFAG00000033058,ENSG00000169418,ortholog_one2one
ENSMFAG00000041091,ENSG00000185483,ortholog_one2one
ENSMFAG00000034074,ENSG00000211452,ortholog_one2one
ENSMFAG00000039059,ENSG00000162592,ortholog_one2one
ENSMFAG00000037308,ENSG00000153187,ortholog_one2one
ENSMFAG00000037561,ENSG00000134258,ortholog_one2one
ENSMFAG00000045269,ENSG00000163041,ortholog_one2one
ENSMFAG00000040291,ENSG00000131386,ortholog_one2one
ENSMFAG00000002528,ENSG00000121933,ortholog_one2one
ENSMFAG00000057434,ENSG00000266553,ortholog_one2one
ENSMFAG00000046123,ENSG00000077254,ortholog_one2one
ENSMFAG00000055730,ENSG00000174914,ortholog_one2one
ENSMFAG00000042617,ENSG00000188404,ortholog_one2one
ENSMFAG00000003201,ENSG00000132680,ortholog_one2one
ENSMFAG00000030569,ENSG00000180667,ortholog_one2one
ENSMFAG00000038294,ENSG00000187815,ortholog_one2one
ENSMFAG00000032846,ENSG00000117408,ortholog_one2one
ENSMFAG00000031653,ENSG00000116698,ortholog_one2one
ENSMFAG00000065773,ENSG00000200508,ortholog_one2one
ENSMFAG00000057661,ENSG00000189181,ortholog_one2one
ENSMFAG00000008783,ENSG00000207475,ortholog_one2one
ENSMFAG00000037335,ENSG00000188558,ortholog_one2one
ENSMFAG00000040289,ENSG00000162746,ortholog_one2one
ENSMFAG00000001279,ENSG00000007908,ortholog_one2one
ENSMFAG00000017749,ENSG00000008952,ortholog_one2one
ENSMFAG00000035930,ENSG00000070476,ortholog_one2one
ENSMFAG00000043669,ENSG00000157017,ortholog_one2one
ENSMFAG00000034178,ENSG00000144644,ortholog_one2one
ENSMFAG00000045670,ENSG00000182827,ortholog_one2one
ENSMFAG00000051399,ENSG00000200360,ortholog_one2one
ENSMFAG00000054543,ENSG00000143622,ortholog_one2one
ENSMFAG00000037537,ENSG00000117407,ortholog_one2one
ENSMFAG00000034319,ENSG00000143110,ortholog_one2one
ENSMFAG00000061455,ENSG00000184022,ortholog_one2one
ENSMFAG00000039230,ENSG00000134253,ortholog_one2one
ENSMFAG00000022253,ENSG00000171806,ortholog_one2one
ENSMFAG00000002744,ENSG00000131781,ortholog_one2one
ENSMFAG00000042166,ENSG00000114805,ortholog_one2one
ENSMFAG00000035826,ENSG00000159363,ortholog_one2one
ENSMFAG00000059526,ENSG00000143553,ortholog_one2one
ENSMFAG00000044100,ENSG00000084070,ortholog_one2one
ENSMFAG00000043807,ENSG00000078900,ortholog_one2one
ENSMFAG00000037534,ENSG00000116459,ortholog_one2one
ENSMFAG00000036304,ENSG00000058804,ortholog_one2one
ENSMFAG00000047840,ENSG00000175143,ortholog_one2one
ENSMFAG00000047639,ENSG00000162367,ortholog_one2one
ENSMFAG00000054769,ENSG00000198104,ortholog_one2one
ENSMFAG00000039080,ENSG00000000460,ortholog_one2one
ENSMFAG00000043408,ENSG00000036549,ortholog_one2one
ENSMFAG00000002324,ENSG00000162366,ortholog_one2one
ENSMFAG00000037200,ENSG00000157020,ortholog_one2one
ENSMFAG00000039413,ENSG00000132718,ortholog_one2one
ENSMFAG00000043752,ENSG00000158716,ortholog_one2one
ENSMFAG00000003965,ENSG00000163513,ortholog_one2one
ENSMFAG00000045452,ENSG00000160679,ortholog_one2one
ENSMFAG00000028569,ENSG00000049089,ortholog_one2one
ENSMFAG00000021769,ENSG00000171180,ortholog_one2one
ENSMFAG00000030055,ENSG00000116455,ortholog_one2one
ENSMFAG00000039162,ENSG00000203667,ortholog_one2one
ENSMFAG00000007847,ENSG00000201003,ortholog_one2one
ENSMFAG00000033865,ENSG00000134256,ortholog_one2one
ENSMFAG00000038821,ENSG00000126091,ortholog_one2one
ENSMFAG00000040178,ENSG00000131791,ortholog_one2one
ENSMFAG00000053685,ENSG00000274505,ortholog_one2one
ENSMFAG00000001110,ENSG00000183814,ortholog_one2one
ENSMFAG00000041764,ENSG00000132693,ortholog_one2one
ENSMFAG00000042548,ENSG00000163885,ortholog_one2one
ENSMFAG00000021129,ENSG00000281710,ortholog_one2one
ENSMFAG00000041049,ENSG00000174332,ortholog_one2one
ENSMFAG00000044167,ENSG00000084073,ortholog_one2one
ENSMFAG00000000631,ENSG00000186377,ortholog_one2one
ENSMFAG00000011319,ENSG00000243437,ortholog_one2one
ENSMFAG00000033986,ENSG00000118007,ortholog_one2one
ENSMFAG00000028035,ENSG00000173890,ortholog_one2one
ENSMFAG00000057662,ENSG00000132703,ortholog_one2one
ENSMFAG00000041335,ENSG00000160678,ortholog_one2one
ENSMFAG00000002712,ENSG00000123843,ortholog_one2one
ENSMFAG00000001728,ENSG00000116213,ortholog_one2one
ENSMFAG00000002890,ENSG00000000457,ortholog_one2one
ENSMFAG00000001765,ENSG00000203965,ortholog_one2one
ENSMFAG00000038301,ENSG00000134247,ortholog_one2one
ENSMFAG00000020783,ENSG00000201342,ortholog_one2one
ENSMFAG00000047544,ENSG00000199442,ortholog_one2one
ENSMFAG00000045968,ENSG00000117122,ortholog_one2one
ENSMFAG00000013020,ENSG00000239007,ortholog_one2one
ENSMFAG00000032020,ENSG00000188643,ortholog_one2one
ENSMFAG00000032549,ENSG00000121644,ortholog_one2one
ENSMFAG00000002322,ENSG00000187080,ortholog_one2one
ENSMFAG00000034315,ENSG00000085465,ortholog_one2one
ENSMFAG00000040855,ENSG00000143006,ortholog_one2one
ENSMFAG00000035358,ENSG00000143207,ortholog_one2one
ENSMFAG00000035960,ENSG00000116580,ortholog_one2one
ENSMFAG00000036150,ENSG00000116824,ortholog_one2one
ENSMFAG00000003648,ENSG00000196754,ortholog_one2one
ENSMFAG00000043368,ENSG00000154027,ortholog_one2one
ENSMFAG00000014775,ENSG00000239494,ortholog_one2one
ENSMFAG00000036747,ENSG00000058453,ortholog_one2one
ENSMFAG00000031207,ENSG00000142973,ortholog_one2one
ENSMFAG00000042703,ENSG00000188015,ortholog_one2one
ENSMFAG00000059830,ENSG00000179639,ortholog_one2one
ENSMFAG00000002550,ENSG00000163884,ortholog_one2one
ENSMFAG00000038683,ENSG00000188800,ortholog_one2one
ENSMFAG00000034130,ENSG00000173889,ortholog_one2one
ENSMFAG00000038084,ENSG00000173947,ortholog_one2one
ENSMFAG00000002526,ENSG00000143799,ortholog_one2one
ENSMFAG00000034151,ENSG00000157087,ortholog_one2one
ENSMFAG00000063124,ENSG00000196154,ortholog_one2one
ENSMFAG00000036375,ENSG00000116701,ortholog_one2one
ENSMFAG00000020196,ENSG00000238243,ortholog_one2one
ENSMFAG00000038669,ENSG00000066135,ortholog_one2one
ENSMFAG00000000910,ENSG00000143061,ortholog_one2one
ENSMFAG00000046115,ENSG00000196420,ortholog_one2one
ENSMFAG00000001299,ENSG00000117000,ortholog_one2one
ENSMFAG00000037093,ENSG00000158109,ortholog_one2one
ENSMFAG00000045739,ENSG00000206560,ortholog_one2one
ENSMFAG00000061989,ENSG00000162722,ortholog_one2one
ENSMFAG00000050751,ENSG00000213088,ortholog_one2one
ENSMFAG00000005378,ENSG00000252906,ortholog_one2one
ENSMFAG00000011881,ENSG00000251767,ortholog_one2one
ENSMFAG00000039131,ENSG00000196352,ortholog_one2one
ENSMFAG00000005939,ENSG00000199241,ortholog_one2one
ENSMFAG00000032857,ENSG00000197956,ortholog_one2one
ENSMFAG00000061100,ENSG00000188375,ortholog_one2one
ENSMFAG00000008707,ENSG00000207508,ortholog_one2one
ENSMFAG00000033300,ENSG00000144642,ortholog_one2one
ENSMFAG00000011805,ENSG00000273629,ortholog_one2one
ENSMFAG00000033601,ENSG00000142892,ortholog_one2one
ENSMFAG00000044331,ENSG00000197591,ortholog_one2one
ENSMFAG00000035398,ENSG00000203685,ortholog_one2one
ENSMFAG00000062981,ENSG00000228336,ortholog_one2one
ENSMFAG00000036907,ENSG00000142949,ortholog_one2one
ENSMFAG00000003339,ENSG00000134216,ortholog_one2one
ENSMFAG00000024756,ENSG00000162706,ortholog_one2one
ENSMFAG00000042899,ENSG00000116815,ortholog_one2one
ENSMFAG00000030675,ENSG00000075945,ortholog_one2one
ENSMFAG00000041946,ENSG00000221888,ortholog_one2one
ENSMFAG00000041884,ENSG00000117069,ortholog_one2one
ENSMFAG00000035876,ENSG00000143772,ortholog_one2one
ENSMFAG00000056574,ENSG00000199536,ortholog_one2one
ENSMFAG00000060769,ENSG00000153230,ortholog_one2one
ENSMFAG00000045741,ENSG00000168509,ortholog_one2one
ENSMFAG00000040580,ENSG00000116183,ortholog_one2one
ENSMFAG00000052980,ENSG00000241128,ortholog_one2one
ENSMFAG00000036678,ENSG00000162704,ortholog_one2one
ENSMFAG00000062900,ENSG00000177494,ortholog_one2one
ENSMFAG00000054925,ENSG00000169214,ortholog_one2one
ENSMFAG00000031664,ENSG00000125459,ortholog_one2one
ENSMFAG00000022290,ENSG00000263841,ortholog_one2one
ENSMFAG00000040493,ENSG00000199921,ortholog_one2one
ENSMFAG00000026603,ENSG00000197437,ortholog_one2one
ENSMFAG00000043348,ENSG00000178922,ortholog_one2one
ENSMFAG00000033487,ENSG00000179397,ortholog_one2one
ENSMFAG00000046327,ENSG00000265972,ortholog_one2one
ENSMFAG00000031835,ENSG00000163568,ortholog_one2one
ENSMFAG00000042910,ENSG00000163558,ortholog_one2one
ENSMFAG00000011957,ENSG00000200547,ortholog_one2one
ENSMFAG00000038282,ENSG00000184005,ortholog_one2one
ENSMFAG00000029038,ENSG00000131238,ortholog_one2one
ENSMFAG00000058716,ENSG00000212385,ortholog_one2one
ENSMFAG00000039810,ENSG00000144908,ortholog_one2one
ENSMFAG00000000107,ENSG00000143801,ortholog_one2one
ENSMFAG00000001986,ENSG00000153283,ortholog_one2one
ENSMFAG00000056426,ENSG00000206921,ortholog_one2one
ENSMFAG00000001219,ENSG00000121851,ortholog_one2one
ENSMFAG00000056090,ENSG00000169224,ortholog_one2one
ENSMFAG00000063928,ENSG00000200118,ortholog_one2one
ENSMFAG00000000103,ENSG00000188931,ortholog_one2one
ENSMFAG00000037152,ENSG00000064886,ortholog_one2one
ENSMFAG00000044899,ENSG00000154007,ortholog_one2one
ENSMFAG00000029995,ENSG00000136603,ortholog_one2one
ENSMFAG00000032110,ENSG00000143344,ortholog_one2one
ENSMFAG00000045043,ENSG00000163050,ortholog_one2one
ENSMFAG00000014051,ENSG00000272096,ortholog_one2one
ENSMFAG00000034219,ENSG00000163399,ortholog_one2one
ENSMFAG00000050371,ENSG00000272031,ortholog_one2one
ENSMFAG00000056705,ENSG00000196242,ortholog_one2one
ENSMFAG00000039763,ENSG00000186118,ortholog_one2one
ENSMFAG00000040128,ENSG00000013297,ortholog_one2one
ENSMFAG00000008963,ENSG00000244256,ortholog_one2one
ENSMFAG00000029820,ENSG00000177535,ortholog_one2one
ENSMFAG00000031809,ENSG00000271601,ortholog_one2one
ENSMFAG00000041789,ENSG00000163565,ortholog_one2one
ENSMFAG00000039568,ENSG00000143546,ortholog_one2one
ENSMFAG00000038806,ENSG00000057468,ortholog_one2one
ENSMFAG00000031018,ENSG00000157193,ortholog_one2one
ENSMFAG00000042114,ENSG00000143252,ortholog_one2one
ENSMFAG00000005068,ENSG00000200571,ortholog_one2one
ENSMFAG00000032560,ENSG00000013293,ortholog_one2one
ENSMFAG00000016890,ENSG00000216135,ortholog_one2one
ENSMFAG00000033114,ENSG00000163221,ortholog_one2one
ENSMFAG00000030680,ENSG00000117322,ortholog_one2one
ENSMFAG00000032003,ENSG00000142961,ortholog_one2one
ENSMFAG00000036723,ENSG00000162591,ortholog_one2one
ENSMFAG00000033539,ENSG00000169814,ortholog_one2one
ENSMFAG00000019261,ENSG00000243051,ortholog_one2one
ENSMFAG00000045376,ENSG00000265241,ortholog_one2one
ENSMFAG00000045130,ENSG00000163220,ortholog_one2one
ENSMFAG00000036546,ENSG00000162777,ortholog_one2one
ENSMFAG00000016006,ENSG00000168917,ortholog_one2one
ENSMFAG00000038424,ENSG00000162711,ortholog_one2one
ENSMFAG00000004239,ENSG00000174928,ortholog_one2one
ENSMFAG00000049493,ENSG00000173627,ortholog_one2one
ENSMFAG00000038829,ENSG00000203740,ortholog_one2one
ENSMFAG00000001759,ENSG00000158887,ortholog_one2one
ENSMFAG00000001084,ENSG00000177707,ortholog_one2one
ENSMFAG00000002961,ENSG00000163218,ortholog_one2one
ENSMFAG00000000883,ENSG00000163564,ortholog_one2one
ENSMFAG00000001853,ENSG00000120370,ortholog_one2one
ENSMFAG00000034176,ENSG00000132164,ortholog_one2one
ENSMFAG00000052603,ENSG00000221040,ortholog_one2one
ENSMFAG00000002743,ENSG00000198198,ortholog_one2one
ENSMFAG00000057969,ENSG00000169359,ortholog_one2one
ENSMFAG00000003043,ENSG00000152092,ortholog_one2one
ENSMFAG00000052735,ENSG00000131779,ortholog_one2one
ENSMFAG00000064812,ENSG00000207321,ortholog_one2one
ENSMFAG00000044882,ENSG00000158092,ortholog_one2one
ENSMFAG00000042466,ENSG00000173212,ortholog_one2one
ENSMFAG00000064046,ENSG00000188340,ortholog_one2one
ENSMFAG00000035433,ENSG00000162714,ortholog_one2one
ENSMFAG00000000787,ENSG00000198756,ortholog_one2one
ENSMFAG00000040293,ENSG00000159527,ortholog_one2one
ENSMFAG00000044191,ENSG00000134255,ortholog_one2one
ENSMFAG00000036663,ENSG00000131236,ortholog_one2one
ENSMFAG00000041383,ENSG00000163584,ortholog_one2one
ENSMFAG00000026976,ENSG00000079277,ortholog_one2one
ENSMFAG00000030092,ENSG00000272020,ortholog_one2one
ENSMFAG00000040062,ENSG00000142856,ortholog_one2one
ENSMFAG00000064922,ENSG00000197403,ortholog_one2one
ENSMFAG00000050061,ENSG00000116132,ortholog_one2one
ENSMFAG00000042672,ENSG00000163393,ortholog_one2one
ENSMFAG00000031112,ENSG00000132676,ortholog_one2one
ENSMFAG00000057384,ENSG00000202079,ortholog_one2one
ENSMFAG00000050577,ENSG00000180433,ortholog_one2one
ENSMFAG00000045437,ENSG00000174564,ortholog_one2one
ENSMFAG00000036131,ENSG00000143776,ortholog_one2one
ENSMFAG00000039350,ENSG00000163655,ortholog_one2one
ENSMFAG00000032655,ENSG00000117054,ortholog_one2one
ENSMFAG00000029238,ENSG00000168875,ortholog_one2one
ENSMFAG00000060908,ENSG00000203757,ortholog_one2one
ENSMFAG00000032595,ENSG00000163577,ortholog_one2one
ENSMFAG00000041032,ENSG00000196418,ortholog_one2one
ENSMFAG00000050556,ENSG00000201426,ortholog_one2one
ENSMFAG00000012240,ENSG00000203783,ortholog_one2one
ENSMFAG00000004437,ENSG00000117501,ortholog_one2one
ENSMFAG00000057471,ENSG00000177551,ortholog_one2one
ENSMFAG00000003599,ENSG00000203710,ortholog_one2one
ENSMFAG00000007438,ENSG00000157103,ortholog_one2one
ENSMFAG00000014321,ENSG00000199488,ortholog_one2one
ENSMFAG00000034241,ENSG00000131373,ortholog_one2one
ENSMFAG00000043309,ENSG00000143127,ortholog_one2one
ENSMFAG00000044667,ENSG00000143257,ortholog_one2one
ENSMFAG00000041655,ENSG00000066405,ortholog_one2one
ENSMFAG00000045855,ENSG00000121931,ortholog_one2one
ENSMFAG00000029972,ENSG00000163554,ortholog_one2one
ENSMFAG00000042482,ENSG00000118729,ortholog_one2one
ENSMFAG00000003568,ENSG00000114544,ortholog_one2one
ENSMFAG00000003330,ENSG00000168389,ortholog_one2one
ENSMFAG00000038078,ENSG00000163581,ortholog_one2one
ENSMFAG00000039471,ENSG00000007933,ortholog_one2one
ENSMFAG00000043324,ENSG00000206559,ortholog_one2one
ENSMFAG00000036320,ENSG00000121570,ortholog_one2one
ENSMFAG00000037321,ENSG00000198860,ortholog_one2one
ENSMFAG00000057524,ENSG00000163209,ortholog_one2one
ENSMFAG00000037311,ENSG00000277462,ortholog_one2one
ENSMFAG00000041396,ENSG00000088035,ortholog_one2one
ENSMFAG00000061652,ENSG00000163207,ortholog_one2one
ENSMFAG00000041691,ENSG00000158163,ortholog_one2one
ENSMFAG00000013052,ENSG00000199840,ortholog_one2one
ENSMFAG00000032889,ENSG00000163512,ortholog_one2one
ENSMFAG00000004130,ENSG00000252889,ortholog_one2one
ENSMFAG00000000860,ENSG00000173218,ortholog_one2one
ENSMFAG00000005887,ENSG00000207080,ortholog_one2one
ENSMFAG00000029184,ENSG00000163206,ortholog_one2one
ENSMFAG00000047437,ENSG00000207356,ortholog_one2one
ENSMFAG00000012085,ENSG00000244568,ortholog_one2one
ENSMFAG00000045183,ENSG00000094963,ortholog_one2one
ENSMFAG00000044276,ENSG00000241224,ortholog_one2one
ENSMFAG00000052856,ENSG00000187140,ortholog_one2one
ENSMFAG00000032077,ENSG00000169282,ortholog_one2one
ENSMFAG00000004916,ENSG00000207502,ortholog_one2one
ENSMFAG00000029625,ENSG00000116990,ortholog_one2one
ENSMFAG00000045835,ENSG00000116667,ortholog_one2one
ENSMFAG00000051858,ENSG00000278100,ortholog_one2one
ENSMFAG00000009110,ENSG00000239984,ortholog_one2one
ENSMFAG00000052036,ENSG00000198967,ortholog_one2one
ENSMFAG00000060447,ENSG00000134259,ortholog_one2one
ENSMFAG00000038279,ENSG00000125703,ortholog_one2one
ENSMFAG00000002919,ENSG00000143119,ortholog_one2one
ENSMFAG00000045471,ENSG00000162456,ortholog_one2one
ENSMFAG00000020370,ENSG00000197532,ortholog_one2one
ENSMFAG00000039698,ENSG00000134198,ortholog_one2one
ENSMFAG00000002012,ENSG00000163508,ortholog_one2one
ENSMFAG00000045636,ENSG00000010932,ortholog_one2one
ENSMFAG00000032956,ENSG00000035687,ortholog_one2one
ENSMFAG00000064463,ENSG00000238912,ortholog_one2one
ENSMFAG00000040261,ENSG00000114547,ortholog_one2one
ENSMFAG00000030336,ENSG00000196639,ortholog_one2one
ENSMFAG00000003460,ENSG00000114487,ortholog_one2one
ENSMFAG00000065755,ENSG00000203786,ortholog_one2one
ENSMFAG00000030059,ENSG00000201033,ortholog_one2one
ENSMFAG00000001316,ENSG00000043514,ortholog_one2one
ENSMFAG00000032349,ENSG00000116406,ortholog_one2one
ENSMFAG00000039039,ENSG00000198965,ortholog_one2one
ENSMFAG00000037345,ENSG00000173728,ortholog_one2one
ENSMFAG00000000324,ENSG00000197721,ortholog_one2one
ENSMFAG00000053084,ENSG00000206561,ortholog_one2one
ENSMFAG00000000330,ENSG00000134200,ortholog_one2one
ENSMFAG00000044778,ENSG00000144909,ortholog_one2one
